Region	Month of Period End	Median Sale Price	Median Sale Price MoM 	Median Sale Price YoY 	Homes Sold	Homes Sold MoM 	Homes Sold YoY 	New Listings	New Listings MoM 	New Listings YoY 	Inventory	Inventory MoM 	 Inventory YoY 	Days on Market	Days on Market MoM	Days on Market YoY	Average Sale To List	Average Sale To List MoM 	Average Sale To List YoY 
Illinois	February 2012	$124K	-3.3%	-7.8%	6,640	7.7%	26.0%	13,985	18.1%	12.0%	63,222	1.2%	-15.2%	113	3	0	94.0%	0.4%	-0.2%
Illinois	March 2012	$139K	12.1%	-0.8%	9,030	35.4%	21.5%	17,337	23.6%	-4.8%	64,992	2.2%	-15.4%	114	0	-4	94.4%	0.4%	0.2%
Illinois	April 2012	$144K	4.0%	-1.0%	9,442	4.7%	17.7%	16,743	-3.3%	-0.5%	65,318	0.7%	-16.1%	105	-10	-18	94.5%	0.1%	0.2%
Illinois	May 2012	$155K	7.6%	2.8%	11,360	20.2%	22.8%	17,021	1.6%	1.2%	65,345	-0.1%	-17.1%	86	-19	-24	95.0%	0.5%	0.7%
Illinois	June 2012	$166K	7.1%	1.8%	12,456	9.7%	19.9%	16,417	-3.6%	1.8%	65,037	-0.6%	-17.6%	76	-10	-22	95.3%	0.3%	1.0%
Illinois	July 2012	$158K	-5.1%	-3.2%	11,597	-6.9%	26.3%	15,296	-6.9%	7.2%	64,398	-1.1%	-17.2%	75	-1	-17	95.3%	0.0%	1.1%
Illinois	August 2012	$156K	-1.5%	-2.5%	12,609	8.7%	26.2%	14,725	-3.7%	1.1%	62,525	-2.9%	-18.1%	77	2	-21	95.2%	0.0%	1.4%
Illinois	September 2012	$148K	-5.3%	0.7%	10,163	-19.2%	18.6%	13,109	-10.7%	3.3%	60,886	-2.3%	-17.5%	78	2	-18	95.3%	0.1%	1.4%
Illinois	October 2012	$141K	-4.2%	5.0%	11,120	9.3%	37.9%	13,406	2.1%	12.6%	58,385	-4.2%	-17.7%	78	0	-24	95.3%	-0.1%	1.6%
Illinois	November 2012	$143K	1.3%	5.0%	10,183	-8.2%	35.6%	10,134	-24.3%	-0.1%	54,447	-6.5%	-19.5%	80	2	-22	95.1%	-0.2%	1.4%
Illinois	December 2012	$141K	-1.7%	5.2%	9,807	-3.8%	17.9%	8,017	-21.1%	3.1%	50,569	-7.3%	-20.0%	83	3	-22	95.0%	-0.1%	1.3%
Illinois	January 2013	$130K	-7.5%	1.8%	8,175	-16.8%	31.8%	13,521	68.4%	13.6%	50,959	0.6%	-18.9%	84	1	-26	95.5%	0.5%	1.9%
Illinois	February 2013	$129K	-0.5%	4.6%	7,904	-3.3%	18.6%	14,104	4.4%	0.6%	51,291	0.7%	-19.3%	86	3	-28	95.5%	0.0%	1.5%
Illinois	March 2013	$142K	9.7%	2.3%	10,503	32.8%	16.3%	16,214	14.9%	-6.5%	51,293	-0.1%	-21.1%	83	-3	-32	95.7%	0.2%	1.3%
Illinois	April 2013	$158K	11.6%	9.8%	12,048	14.6%	27.3%	19,190	18.4%	14.5%	52,576	2.5%	-19.7%	70	-14	-36	96.4%	0.6%	1.8%
Illinois	May 2013	$168K	6.3%	8.4%	14,365	19.1%	26.4%	19,420	1.2%	14.0%	53,927	2.4%	-17.6%	63	-7	-22	96.7%	0.4%	1.7%
Illinois	June 2013	$188K	11.7%	13.2%	14,628	2.0%	17.4%	18,431	-5.0%	12.2%	54,865	1.8%	-15.7%	54	-9	-22	96.9%	0.2%	1.6%
Illinois	July 2013	$185K	-2.0%	16.9%	15,465	5.7%	33.3%	18,246	-1.1%	19.2%	55,639	1.3%	-13.7%	52	-3	-23	96.9%	0.0%	1.6%
Illinois	August 2013	$179K	-2.8%	15.3%	15,419	-0.5%	22.2%	17,273	-5.4%	17.2%	55,799	0.2%	-10.8%	51	-1	-26	97.0%	0.1%	1.7%
Illinois	September 2013	$168K	-6.2%	14.2%	12,694	-17.5%	24.6%	15,072	-12.6%	14.7%	56,109	0.8%	-8.1%	56	5	-22	96.8%	-0.2%	1.5%
Illinois	October 2013	$161K	-4.6%	13.8%	12,305	-3.0%	10.6%	14,240	-5.4%	6.2%	55,518	-0.8%	-5.0%	58	2	-20	96.4%	-0.3%	1.2%
Illinois	November 2013	$153K	-4.5%	7.1%	10,334	-16.1%	1.2%	10,444	-26.7%	2.6%	50,554	-9.0%	-7.6%	67	9	-13	96.1%	-0.3%	1.0%
Illinois	December 2013	$161K	4.7%	14.3%	10,905	5.6%	11.0%	8,298	-20.5%	3.4%	46,823	-7.3%	-7.6%	66	-1	-17	96.4%	0.3%	1.4%
Illinois	January 2014	$147K	-8.7%	12.7%	7,858	-28.0%	-4.0%	11,299	35.8%	-16.5%	46,525	-0.9%	-8.8%	75	9	-9	96.0%	-0.4%	0.5%
Illinois	February 2014	$137K	-4.7%	7.8%	8,049	-2.4%	-3.6%	13,574	15.2%	-7.9%	50,210	2.1%	-7.3%	86	7	-2	96.1%	0.1%	0.6%
Illinois	March 2014	$155K	13.1%	10.7%	10,101	25.3%	-8.7%	18,560	36.7%	10.1%	52,774	5.0%	-2.7%	81	-5	-4	95.9%	-0.1%	0.3%
Illinois	April 2014	$166K	7.1%	6.6%	11,955	18.2%	-5.9%	22,132	19.1%	10.9%	56,416	6.6%	1.3%	71	-11	-1	96.6%	0.7%	0.3%
Illinois	May 2014	$181K	9.3%	9.3%	14,097	17.8%	-6.7%	22,311	0.7%	10.8%	59,322	5.0%	4.0%	62	-9	-3	96.5%	0.0%	-0.1%
Illinois	June 2014	$193K	6.7%	4.4%	15,924	13.0%	3.8%	21,288	-4.6%	11.5%	63,391	6.8%	9.2%	55	-8	-2	96.8%	0.3%	0.1%
Illinois	July 2014	$191K	-1.1%	5.4%	15,749	-1.1%	-2.7%	20,006	-6.1%	5.3%	66,339	4.6%	12.8%	53	-2	-1	96.8%	-0.1%	0.0%
Illinois	August 2014	$188K	-1.7%	6.4%	15,121	-4.0%	-6.1%	17,471	-12.7%	-2.5%	65,817	-0.9%	11.8%	58	5	4	96.3%	-0.5%	-0.6%
Illinois	September 2014	$173K	-7.9%	4.7%	13,291	-12.1%	-0.5%	16,904	-3.2%	7.8%	65,492	-0.4%	10.6%	62	4	3	96.1%	-0.2%	-0.6%
Illinois	October 2014	$165K	-5.0%	4.1%	13,470	1.3%	4.5%	15,240	-9.9%	2.2%	63,248	-3.5%	7.5%	69	7	8	95.9%	-0.1%	-0.3%
Illinois	November 2014	$161K	-2.2%	6.7%	10,185	-24.0%	-6.4%	10,754	-29.0%	-1.2%	58,885	-6.2%	10.1%	73	5	3	95.8%	-0.2%	-0.2%
Illinois	December 2014	$160K	-0.4%	1.1%	11,856	15.9%	3.1%	8,555	-20.7%	-1.5%	53,918	-9.0%	8.5%	77	4	8	95.5%	-0.2%	-0.8%
Illinois	January 2015	$154K	-3.9%	7.1%	8,261	-30.1%	0.1%	12,995	52.4%	10.1%	53,757	0.0%	9.1%	89	13	10	95.5%	-0.1%	-0.5%
Illinois	February 2015	$151K	-1.8%	10.4%	8,262	0.0%	2.5%	14,835	14.2%	9.3%	55,088	2.5%	9.6%	97	7	11	95.5%	0.0%	-0.6%
Illinois	March 2015	$174K	15.3%	12.5%	11,830	42.9%	17.0%	21,341	43.6%	14.8%	58,692	6.1%	10.8%	94	-4	13	95.7%	0.2%	-0.2%
Illinois	April 2015	$181K	4.0%	9.4%	13,261	12.0%	10.8%	23,444	9.8%	5.8%	62,751	6.8%	11.0%	79	-15	7	96.3%	0.6%	-0.3%
Illinois	May 2015	$194K	6.7%	6.9%	15,369	15.9%	9.0%	22,204	-5.3%	-0.5%	64,579	3.0%	8.9%	64	-15	2	96.5%	0.2%	0.0%
Illinois	June 2015	$205K	5.7%	5.9%	18,457	20.1%	15.9%	21,825	-1.7%	2.5%	66,018	2.2%	4.1%	54	-10	-1	96.7%	0.2%	-0.1%
Illinois	July 2015	$201K	-1.8%	5.1%	17,508	-5.2%	11.2%	19,924	-8.7%	-0.4%	66,005	0.0%	-0.5%	54	0	1	96.6%	-0.1%	-0.2%
Illinois	August 2015	$194K	-3.3%	3.3%	15,609	-10.8%	3.3%	17,833	-10.5%	2.1%	64,928	-1.6%	-1.3%	60	6	2	96.3%	-0.3%	0.0%
Illinois	September 2015	$181K	-6.7%	4.8%	14,226	-8.9%	6.9%	16,179	-9.3%	-4.3%	63,469	-2.3%	-3.2%	63	3	1	96.3%	-0.1%	0.2%
Illinois	October 2015	$175K	-3.4%	6.6%	13,515	-5.0%	0.2%	15,108	-6.7%	-0.9%	61,098	-3.7%	-3.5%	67	4	-2	95.9%	-0.3%	0.0%
Illinois	November 2015	$171K	-2.2%	6.6%	10,142	-24.9%	-0.9%	10,998	-27.1%	1.9%	56,794	-6.9%	-4.2%	71	4	-2	95.7%	-0.2%	0.0%
Illinois	December 2015	$172K	0.1%	7.1%	12,256	20.7%	3.2%	8,231	-25.1%	-3.9%	51,249	-9.8%	-5.1%	77	6	0	95.7%	-0.1%	0.1%
Illinois	January 2016	$169K	-1.4%	9.9%	8,673	-29.1%	4.7%	12,848	56.2%	-1.3%	51,303	0.3%	-4.9%	85	8	-5	95.7%	0.0%	0.2%
Illinois	February 2016	$164K	-2.8%	8.7%	8,912	2.7%	7.6%	17,691	37.7%	19.0%	54,194	5.6%	-2.1%	90	5	-8	95.8%	0.1%	0.3%
Illinois	March 2016	$182K	10.8%	4.4%	12,274	37.7%	3.7%	22,053	24.6%	3.3%	57,201	5.5%	-2.6%	87	-4	-7	96.3%	0.5%	0.5%
Illinois	April 2016	$199K	9.2%	9.6%	14,584	18.8%	10.0%	22,732	3.1%	-3.0%	59,703	4.3%	-4.8%	67	-21	-12	96.6%	0.3%	0.3%
Illinois	May 2016	$205K	2.9%	5.7%	16,593	13.8%	7.9%	22,295	-1.9%	0.4%	60,926	2.1%	-5.6%	56	-11	-8	96.9%	0.3%	0.4%
Illinois	June 2016	$215K	5.1%	5.1%	19,121	15.3%	3.6%	21,929	-1.6%	0.5%	61,720	1.3%	-6.5%	50	-6	-4	97.1%	0.2%	0.4%
Illinois	July 2016	$209K	-2.8%	4.0%	16,501	-13.7%	-5.7%	18,853	-14.0%	-5.4%	61,574	-0.3%	-6.7%	50	0	-4	97.0%	-0.1%	0.3%
Illinois	August 2016	$202K	-3.4%	3.9%	16,998	3.1%	8.9%	17,778	-5.7%	-0.3%	60,049	-2.4%	-7.5%	53	3	-7	96.7%	-0.3%	0.4%
Illinois	September 2016	$189K	-6.3%	4.3%	14,458	-15.0%	1.6%	16,293	-8.4%	0.6%	59,022	-1.9%	-7.0%	58	5	-5	96.5%	-0.2%	0.2%
Illinois	October 2016	$187K	-1.0%	7.0%	12,990	-10.2%	-3.9%	14,025	-13.9%	-7.2%	56,045	-5.1%	-8.3%	62	5	-5	96.3%	-0.2%	0.4%
Illinois	November 2016	$185K	-1.3%	8.0%	11,864	-8.6%	16.9%	10,962	-21.8%	-0.3%	51,761	-7.5%	-8.9%	63	1	-8	96.2%	-0.1%	0.5%
Illinois	December 2016	$183K	-1.0%	6.8%	12,050	1.6%	-1.6%	7,555	-31.1%	-8.2%	45,868	-11.4%	-10.4%	72	9	-5	96.1%	-0.1%	0.4%
Illinois	January 2017	$182K	-0.9%	7.4%	8,910	-26.1%	2.6%	13,306	76.1%	3.5%	45,852	-0.2%	-10.8%	77	5	-8	95.9%	-0.2%	0.3%
Illinois	February 2017	$179K	-1.4%	8.9%	8,726	-2.0%	-2.1%	17,331	30.5%	-2.1%	48,411	5.8%	-10.7%	84	7	-7	96.1%	0.2%	0.4%
Illinois	March 2017	$202K	12.8%	10.8%	13,664	56.6%	11.3%	22,163	27.9%	0.5%	50,858	5.1%	-11.1%	73	-11	-15	96.7%	0.6%	0.5%
Illinois	April 2017	$211K	4.9%	6.4%	14,220	4.0%	-2.5%	20,759	-6.4%	-8.7%	52,604	3.3%	-11.9%	53	-20	-14	97.1%	0.3%	0.5%
Illinois	May 2017	$218K	3.0%	6.4%	17,438	22.7%	5.1%	22,316	7.5%	0.1%	54,031	2.7%	-11.3%	46	-7	-10	97.3%	0.2%	0.4%
Illinois	June 2017	$225K	3.3%	4.6%	19,579	12.2%	2.4%	21,662	-2.9%	-1.2%	55,399	2.4%	-10.3%	44	-2	-6	97.4%	0.1%	0.3%
Illinois	July 2017	$219K	-2.9%	4.5%	16,061	-18.0%	-2.7%	18,612	-14.1%	-1.3%	55,871	0.9%	-9.3%	44	0	-6	97.2%	-0.2%	0.2%
Illinois	August 2017	$211K	-3.6%	4.3%	16,588	3.3%	-2.4%	18,251	-1.9%	2.7%	55,552	-0.5%	-7.5%	47	3	-6	96.9%	-0.3%	0.2%
Illinois	September 2017	$202K	-3.9%	7.0%	13,894	-16.3%	-3.9%	16,231	-11.1%	-0.4%	55,233	-0.7%	-6.4%	51	3	-7	96.7%	-0.2%	0.2%
Illinois	October 2017	$194K	-4.4%	3.2%	13,236	-4.7%	1.9%	14,548	-10.4%	3.7%	52,855	-4.4%	-5.6%	56	5	-6	96.3%	-0.4%	0.0%
Illinois	November 2017	$195K	0.9%	5.5%	11,926	-9.9%	0.5%	10,935	-24.8%	-0.2%	48,522	-8.2%	-6.3%	60	5	-3	96.4%	0.1%	0.2%
Illinois	December 2017	$195K	-0.1%	6.4%	11,864	-0.5%	-1.5%	7,565	-30.8%	0.1%	43,109	-11.1%	-6.0%	64	4	-8	96.3%	-0.1%	0.2%
Illinois	January 2018	$192K	-1.6%	5.7%	8,609	-27.4%	-3.3%	12,941	71.0%	-2.6%	43,016	-0.2%	-6.0%	73	9	-4	96.1%	-0.2%	0.2%
Illinois	February 2018	$196K	2.1%	9.5%	8,534	-0.8%	-2.3%	15,788	22.0%	-8.9%	44,983	4.6%	-7.1%	84	11	0	96.3%	0.1%	0.1%
Illinois	March 2018	$209K	6.5%	3.3%	12,811	50.2%	-6.2%	21,138	33.9%	-4.6%	47,131	4.9%	-7.3%	69	-15	-4	96.7%	0.5%	0.0%
Illinois	April 2018	$220K	5.4%	3.8%	14,840	15.8%	4.4%	22,113	4.6%	6.6%	49,807	5.5%	-5.3%	53	-16	0	97.2%	0.5%	0.2%
Illinois	May 2018	$222K	1.0%	1.8%	17,360	16.9%	-0.5%	23,088	4.4%	3.4%	52,649	5.6%	-2.6%	46	-7	0	97.3%	0.1%	0.0%
Illinois	June 2018	$232K	4.6%	3.1%	18,643	7.3%	-4.8%	21,301	-7.9%	-1.7%	54,631	3.6%	-1.5%	41	-5	-3	97.5%	0.2%	0.1%
Illinois	July 2018	$221K	-4.6%	1.3%	16,247	-12.8%	1.2%	19,776	-7.1%	6.2%	55,573	1.9%	-0.6%	43	2	-1	97.3%	-0.2%	0.1%
Illinois	August 2018	$211K	-4.9%	0.0%	16,760	3.1%	1.0%	18,327	-7.3%	0.4%	55,329	-0.5%	-0.5%	46	3	-1	96.9%	-0.4%	0.0%
Illinois	September 2018	$207K	-1.9%	2.1%	12,711	-24.1%	-8.5%	15,826	-13.6%	-2.5%	54,967	-0.5%	-0.4%	50	4	-1	96.8%	-0.1%	0.0%
Illinois	October 2018	$199K	-3.8%	2.6%	13,378	5.2%	1.1%	15,156	-4.3%	4.2%	52,975	-3.8%	0.3%	56	6	1	96.4%	-0.4%	0.1%
Illinois	November 2018	$200K	0.9%	2.7%	11,991	-10.4%	0.5%	10,281	-32.2%	-6.0%	48,454	-8.5%	-0.1%	63	7	3	96.3%	-0.1%	-0.1%
Illinois	December 2018	$195K	-2.8%	0.0%	10,300	-14.0%	-13.1%	7,004	-31.8%	-7.2%	43,228	-10.7%	0.5%	68	5	4	96.1%	-0.3%	-0.2%
Illinois	January 2019	$194K	-0.5%	1.0%	7,657	-25.6%	-10.7%	12,001	71.5%	-7.1%	42,853	-0.8%	0.0%	77	8	4	96.0%	-0.1%	-0.2%
Illinois	February 2019	$195K	0.6%	-0.5%	8,423	10.2%	-1.1%	15,214	27.0%	-3.5%	44,959	5.1%	0.3%	87	10	3	96.2%	0.3%	-0.1%
Illinois	March 2019	$209K	7.1%	0.1%	11,639	37.9%	-9.1%	20,539	34.9%	-2.8%	48,166	6.8%	2.3%	75	-13	6	96.7%	0.5%	-0.1%
Illinois	April 2019	$220K	5.6%	0.3%	14,120	21.1%	-4.9%	22,829	11.0%	3.2%	51,742	7.2%	3.9%	55	-20	2	96.9%	0.2%	-0.3%
Illinois	May 2019	$225K	2.3%	1.6%	17,263	22.2%	-0.6%	22,714	-0.6%	-1.7%	54,273	4.7%	2.9%	47	-9	1	97.3%	0.3%	0.0%
Illinois	June 2019	$232K	3.1%	0.0%	16,900	-2.2%	-9.3%	20,637	-9.2%	-3.1%	55,951	3.1%	2.4%	44	-3	3	97.3%	0.0%	-0.2%
Illinois	July 2019	$226K	-2.6%	2.1%	16,578	-1.9%	2.0%	19,431	-5.8%	-1.8%	56,542	1.1%	1.7%	45	1	2	97.2%	-0.1%	-0.1%
Illinois	August 2019	$219K	-3.0%	4.1%	15,995	-3.5%	-4.6%	17,914	-7.8%	-2.3%	56,378	-0.3%	1.8%	49	4	3	97.0%	-0.2%	0.1%
Illinois	September 2019	$209K	-4.9%	0.9%	13,101	-18.1%	3.0%	16,133	-10.0%	1.9%	55,619	-1.3%	1.0%	52	3	2	96.7%	-0.3%	-0.1%
Illinois	October 2019	$207K	-0.6%	4.4%	13,262	1.2%	-0.9%	15,032	-6.8%	-0.8%	53,502	-3.8%	1.0%	60	8	4	96.6%	-0.1%	0.2%
Illinois	November 2019	$209K	0.6%	4.1%	11,187	-15.6%	-6.7%	9,916	-34.0%	-3.7%	48,546	-9.2%	0.1%	61	1	-2	96.3%	-0.3%	0.0%
Illinois	December 2019	$205K	-1.6%	5.3%	11,627	4.0%	12.9%	7,383	-25.5%	5.5%	42,923	-11.5%	-0.8%	68	7	0	96.2%	-0.1%	0.1%
Illinois	January 2020	$200K	-2.6%	3.1%	8,748	-24.8%	14.1%	13,127	77.8%	9.3%	42,456	-1.0%	-1.0%	81	14	4	96.0%	-0.2%	0.0%
Illinois	February 2020	$205K	2.4%	5.1%	8,994	2.9%	6.5%	16,660	26.9%	9.4%	42,942	1.1%	-4.8%	86	5	-3	96.1%	0.1%	-0.1%
Illinois	March 2020	$225K	10.1%	8.0%	12,299	36.6%	5.5%	17,395	4.3%	-15.4%	43,024	0.0%	-10.9%	71	-16	-4	96.9%	0.8%	0.2%
Illinois	April 2020	$235K	4.3%	6.7%	12,218	-0.8%	-13.5%	11,705	-32.7%	-48.7%	41,296	-4.1%	-20.2%	47	-24	-9	97.2%	0.3%	0.3%
Illinois	May 2020	$222K	-5.4%	-1.4%	11,491	-5.9%	-33.4%	16,518	41.2%	-27.2%	40,882	-0.9%	-24.5%	53	6	6	96.8%	-0.4%	-0.5%
Illinois	June 2020	$226K	1.8%	-2.6%	14,885	29.5%	-11.8%	20,708	25.4%	0.4%	40,463	-1.1%	-27.6%	50	-3	6	97.1%	0.4%	-0.2%
Illinois	July 2020	$241K	6.4%	6.5%	19,054	27.9%	14.9%	21,477	3.6%	10.5%	40,380	-0.4%	-28.7%	41	-9	-4	97.4%	0.3%	0.3%
Illinois	August 2020	$245K	1.8%	11.8%	18,627	-2.2%	16.4%	20,085	-6.5%	12.0%	39,531	-2.0%	-30.0%	36	-5	-13	97.6%	0.2%	0.6%
Illinois	September 2020	$239K	-2.3%	14.8%	17,858	-4.1%	36.3%	18,766	-6.6%	16.2%	38,832	-1.8%	-30.3%	35	0	-17	97.8%	0.1%	1.1%
Illinois	October 2020	$239K	-0.2%	15.2%	17,831	-0.1%	34.4%	16,969	-9.6%	12.9%	36,991	-4.7%	-30.9%	33	-2	-27	97.7%	0.0%	1.2%
Illinois	November 2020	$233K	-2.3%	11.9%	14,577	-18.2%	30.2%	11,515	-32.1%	16.1%	33,149	-10.4%	-31.8%	33	0	-28	97.7%	0.0%	1.4%
Illinois	December 2020	$232K	-0.6%	12.9%	15,215	4.4%	30.7%	8,888	-22.8%	20.3%	28,678	-13.5%	-33.3%	37	4	-31	97.6%	-0.1%	1.5%
Illinois	January 2021	$232K	-0.1%	15.9%	10,439	-31.4%	19.2%	12,525	40.9%	-4.7%	26,770	-6.6%	-37.1%	50	13	-31	97.4%	-0.2%	1.5%
Illinois	February 2021	$232K	-0.1%	13.1%	10,209	-2.1%	13.5%	13,422	7.3%	-19.5%	25,299	-5.3%	-41.1%	49	-1	-37	97.6%	0.2%	1.5%
Illinois	March 2021	$255K	10.3%	13.4%	15,218	48.9%	23.6%	20,940	55.7%	20.4%	25,966	2.3%	-39.7%	38	-11	-33	98.2%	0.6%	1.3%
Illinois	April 2021	$266K	4.0%	13.0%	17,308	13.7%	41.6%	23,138	10.5%	97.7%	28,419	9.5%	-31.2%	28	-10	-19	99.0%	0.7%	1.8%
Illinois	May 2021	$266K	0.2%	19.7%	18,479	6.7%	60.7%	22,355	-3.5%	35.3%	29,876	5.1%	-27.0%	23	-5	-30	99.6%	0.6%	2.9%
Illinois	June 2021	$273K	2.8%	20.8%	22,114	19.6%	48.4%	24,115	7.8%	16.4%	32,919	10.1%	-18.8%	20	-3	-30	100.0%	0.4%	2.9%
Illinois	July 2021	$267K	-2.4%	10.8%	20,055	-9.3%	5.2%	23,023	-4.5%	7.2%	35,297	7.2%	-12.6%	21	1	-20	99.9%	-0.2%	2.4%
Illinois	August 2021	$261K	-2.2%	6.4%	19,473	-2.9%	4.5%	20,255	-12.0%	0.8%	34,262	-3.0%	-13.4%	22	2	-14	99.5%	-0.3%	1.9%
Illinois	September 2021	$250K	-4.0%	4.6%	17,727	-9.0%	-0.7%	18,906	-6.7%	0.8%	34,162	-0.3%	-12.0%	24	2	-11	99.0%	-0.6%	1.2%
Illinois	October 2021	$249K	-0.8%	4.1%	16,808	-5.1%	-5.7%	16,674	-11.7%	-1.7%	32,125	-5.9%	-13.1%	26	2	-7	98.7%	-0.3%	1.0%
Illinois	November 2021	$249K	0.3%	6.9%	15,685	-6.7%	7.6%	12,619	-24.4%	9.6%	28,737	-10.6%	-13.3%	29	2	-4	98.4%	-0.3%	0.7%
Illinois	December 2021	$246K	-1.4%	6.0%	15,751	0.4%	3.6%	8,589	-32.0%	-3.4%	24,796	-13.8%	-13.5%	31	3	-6	98.3%	-0.1%	0.7%
Illinois	January 2022	$243K	-1.1%	5.0%	10,885	-30.8%	4.3%	12,310	43.5%	-1.7%	28,805	16.4%	7.6%	38	7	-12	98.0%	-0.3%	0.6%
Illinois	February 2022	$245K	0.8%	5.9%	10,531	-3.4%	3.1%	13,978	13.4%	3.9%	33,001	14.5%	30.0%	54	16	5	98.4%	0.4%	0.8%
Illinois	March 2022	$265K	8.1%	3.7%	14,534	37.9%	-4.5%	19,771	41.2%	-5.7%	35,444	7.2%	36.3%	53	-1	15	99.5%	1.0%	1.2%
Illinois	April 2022	$278K	5.2%	4.9%	15,806	8.7%	-8.9%	20,394	3.1%	-12.0%	37,553	5.9%	31.9%	47	-6	19	100.4%	0.9%	1.4%
Illinois	May 2022	$280K	0.7%	5.5%	17,130	8.4%	-7.4%	21,145	3.7%	-5.5%	39,799	6.0%	33.0%	44	-3	21	100.8%	0.4%	1.2%
Illinois	June 2022	$291K	3.9%	6.6%	18,836	10.0%	-14.8%	21,970	3.9%	-9.0%	41,545	4.3%	26.2%	44	0	24	100.8%	0.0%	0.7%
Illinois	July 2022	$275K	-5.6%	3.2%	15,902	-15.5%	-20.7%	18,349	-16.4%	-20.3%	41,889	0.9%	18.7%	45	1	25	100.0%	-0.8%	0.1%
Illinois	August 2022	$264K	-4.0%	1.3%	16,238	2.1%	-16.6%	16,336	-10.9%	-19.4%	39,628	-5.4%	15.7%	47	2	26	99.1%	-0.9%	-0.5%
Illinois	September 2022	$256K	-3.0%	2.4%	14,403	-11.3%	-18.8%	14,870	-9.0%	-21.3%	38,054	-4.0%	11.4%	52	5	28	98.4%	-0.7%	-0.6%
Illinois	October 2022	$250K	-2.4%	0.6%	12,196	-15.3%	-27.5%	12,941	-12.9%	-22.5%	35,890	-5.7%	11.6%	53	1	27	98.0%	-0.4%	-0.7%
Illinois	November 2022	$246K	-1.8%	-1.5%	10,941	-10.3%	-30.3%	9,674	-25.2%	-23.4%	32,368	-9.8%	12.6%	53	0	25	97.8%	-0.3%	-0.6%
Illinois	December 2022	$240K	-2.3%	-2.4%	10,187	-7.0%	-35.4%	6,410	-33.8%	-25.4%	26,975	-16.7%	8.7%	56	3	25	97.3%	-0.5%	-1.0%
Illinois	January 2023	$237K	-1.2%	-2.6%	7,159	-29.7%	-34.4%	9,708	51.5%	-21.3%	27,178	0.8%	-5.9%	67	11	29	97.0%	-0.3%	-1.0%
Illinois	February 2023	$239K	1.0%	-2.5%	8,004	11.8%	-24.0%	10,743	10.6%	-23.2%	27,812	2.4%	-15.8%	66	-1	12	97.4%	0.4%	-1.0%
Illinois	March 2023	$259K	8.4%	-2.2%	11,758	46.6%	-19.1%	14,403	34.0%	-27.2%	28,490	2.3%	-19.6%	53	-13	0	98.3%	0.9%	-1.2%
Illinois	April 2023	$275K	6.2%	-1.3%	11,201	-4.7%	-29.1%	14,360	-0.2%	-29.5%	29,500	3.7%	-21.4%	46	-7	-1	99.3%	1.0%	-1.1%
Illinois	May 2023	$281K	2.3%	0.3%	13,451	20.0%	-21.5%	16,144	12.3%	-23.7%	30,430	3.1%	-23.5%	43	-4	-1	99.9%	0.6%	-0.9%
Illinois	June 2023	$294K	4.6%	1.0%	15,344	14.1%	-18.5%	16,249	0.6%	-26.0%	30,378	-0.2%	-26.9%	42	-1	-2	100.3%	0.4%	-0.5%
Illinois	July 2023	$287K	-2.4%	4.5%	12,767	-16.7%	-19.7%	14,966	-7.8%	-18.4%	30,679	1.1%	-26.7%	43	1	-2	100.2%	-0.1%	0.2%
Illinois	August 2023	$281K	-2.3%	6.3%	14,195	11.2%	-12.6%	15,144	1.2%	-7.3%	30,223	-1.5%	-23.7%	42	-1	-5	99.7%	-0.5%	0.6%
Illinois	September 2023	$273K	-2.8%	6.5%	12,070	-14.9%	-16.2%	13,408	-11.4%	-9.8%	30,152	-0.2%	-20.7%	43	1	-9	99.4%	-0.3%	1.0%
Illinois	October 2023	$266K	-2.6%	6.4%	11,302	-6.4%	-7.4%	12,621	-5.9%	-2.5%	29,465	-2.4%	-17.9%	45	2	-8	99.0%	-0.4%	1.0%
Illinois	November 2023	$267K	0.5%	8.8%	10,035	-11.2%	-8.4%	10,160	-19.5%	5.0%	27,791	-5.8%	-14.2%	46	1	-7	98.5%	-0.5%	0.7%
Illinois	December 2023	$257K	-3.8%	7.3%	9,780	-2.5%	-3.9%	6,593	-35.1%	3.0%	23,402	-15.7%	-13.2%	50	4	-6	98.2%	-0.3%	0.9%
Illinois	January 2024	$258K	0.2%	8.8%	7,308	-25.2%	2.2%	9,036	37.2%	-6.8%	23,420	0.2%	-13.7%	58	8	-9	98.1%	-0.1%	1.0%
Illinois	February 2024	$266K	3.4%	11.5%	7,970	9.1%	-0.4%	12,438	37.7%	15.9%	25,786	10.1%	-7.2%	60	2	-6	98.4%	0.4%	1.0%
Illinois	March 2024	$282K	5.9%	8.9%	10,476	31.2%	-10.9%	13,610	9.3%	-5.5%	26,934	4.3%	-5.5%	48	-12	-5	99.1%	0.6%	0.8%
Illinois	April 2024	$295K	4.7%	7.3%	12,124	15.9%	8.3%	15,684	15.3%	9.3%	28,504	6.0%	-3.3%	43	-4	-3	99.8%	0.8%	0.5%
Illinois	May 2024	$302K	2.2%	7.3%	13,704	12.9%	1.9%	16,409	4.5%	1.6%	29,355	2.8%	-3.5%	42	-1	-1	100.1%	0.3%	0.2%
Illinois	June 2024	$318K	5.5%	8.2%	12,915	-5.8%	-15.8%	15,084	-8.1%	-7.2%	28,498	-2.9%	-6.2%	42	0	0	100.4%	0.3%	0.1%
